StockCode,Description,Product Health,Month index,Adjusted Product Index,Date of Last Purchase,Last Purchase Quantity, Price 
23314,VINTAGE CHRISTMAS TABLECLOTH,-2.025,24144,-2.025,December 2011,24, $15.10 
22359,GLASS JAR KINGS CHOICE,-2.025,24144,-2.025,December 2011,3, $3.90 
23179,CLOCK MAGNET MUM'S KITCHEN,-2.025,24144,-2.025,December 2011,3, $2.76 
23116,VEGETABLE GARDEN CHOPPING BOARD,-2.025,24144,-2.025,December 2011,2, $7.87 
23219,LAUREL STAR ANTIQUE SILVER,-2.049,24144,-2.049,December 2011,35, $1.39 
23173,REGENCY TEAPOT ROSES,-2.049,24144,-2.049,December 2011,39, $12.22 
84247E,PACK/12 XMAS FUN CARD,-2.066,24144,-2.066,December 2011,3, $2.46 
84569A,PACK 3 IRON ON DOG PATCHES,-2.074,24144,-2.074,December 2011,2, $2.46 
22247,BUNNY DECORATION MAGIC GARDEN,-2.312,24143,-2.081,November 2011,1, $1.63 
22844,VINTAGE CREAM DOG FOOD CONTAINER,-2.098,24144,-2.098,December 2011,25, $10.45 
23407,SET OF 2 TRAYS HOME SWEET HOME,-2.098,24144,-2.098,December 2011,24, $11.06 
79403,FROSTED WHITE BASE,-2.107,24144,-2.107,December 2011,1, $0.85 
22242,5 HOOK HANGER MAGIC TOADSTOOL,-6.058,24134,-2.112,February 2011,56, $1.65 
20775,DAISY NOTEBOOK,-2.121,24144,-2.121,December 2011,3, $1.63 
22482,BLUE TEA TOWEL CLASSIC DESIGN,-3.606,24139,-2.129,July 2011,3, $1.25 
21527,RED RETROSPOT TRADITIONAL TEAPOT,-4.960,24136,-2.135,April 2011,2, $7.95 
23402,HOME SWEEET HOME 3 PEG HANGER,-2.145,24144,-2.145,December 2011,18, $5.19 
35646,VINTAGE BEAD PINK EVENING BAG,-2.145,24144,-2.145,December 2011,15, $2.46 
23069,EDWARDIAN PHOTO FRAME,-2.145,24144,-2.145,December 2011,2, $6.25 
22599,CHRISTMAS MUSICAL ZINC STAR,-2.168,24144,-2.168,December 2011,237, $0.52 
23337,EGG FRYING PAN MINT,-2.168,24144,-2.168,December 2011,11, $2.45 
23008,DOLLY GIRL BABY GIFT SET,-2.168,24144,-2.168,December 2011,6, $12.84 
44234,ASSORTED CIRCULAR MOBILE,-2.168,24144,-2.168,December 2011,4, $0.21 
71495B,CD WALL TIDY RED FLOWERS,-2.677,24142,-2.168,October 2011,1, $0.83 
21089,SET/6 GREEN SPRING PAPER CUPS,-3.317,24140,-2.176,August 2011,4, $0.19 
22709,WRAP WEDDING DAY,-2.179,24144,-2.179,December 2011,25, $0.42 
23021,GLASS BONNE JAM JAR,-2.179,24144,-2.179,December 2011,4, $4.15 
22231,JIGSAW TREE WITH BIRDHOUSE,-2.191,24144,-2.191,December 2011,29, $0.87 
21403,BLUE EGG  SPOON,-2.191,24144,-2.191,December 2011,6, $0.27 
23065,LARGE DECO JEWELLERY STAND,-2.720,24142,-2.203,October 2011,10, $12.50 
23548,WRAP MAGIC FOREST,-2.236,24144,-2.236,December 2011,50, $0.42 
23549,WRAP BIRD GARDEN,-2.236,24144,-2.236,December 2011,25, $0.42 
22048,BIRTHDAY BANQUET GIFT WRAP,-2.236,24144,-2.236,December 2011,25, $0.42 
84598,BOYS ALPHABET IRON ON PATCHES,-2.236,24144,-2.236,December 2011,24, $0.42 
85049G,CHOCOLATE BOX RIBBONS,-2.236,24144,-2.236,December 2011,12, $2.46 
85049g,CHOCOLATE BOX RIBBONS,-2.236,24144,-2.236,December 2011,12, $2.46 
23070,EDWARDIAN HEART PHOTO FRAME,-2.236,24144,-2.236,December 2011,4, $5.19 
90201C,RED ENAMEL FLOWER RING,-2.236,24144,-2.236,December 2011,2, $2.90 
72811,SMALL ZINC/GLASS CANDLEHOLDER,-2.236,24144,-2.236,December 2011,2, $1.49 
20838,FRENCH LATTICE CUSHION COVER,-2.236,24144,-2.236,December 2011,1, $3.29 
21095,SET/6 POSIES PAPER PLATES,-4.231,24138,-2.248,June 2011,1, $1.63 
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,-2.258,24144,-2.258,December 2011,15, $13.56 
22954,HEN PARTY CORDON BARRIER TAPE,-3.130,24141,-2.282,September 2011,1, $1.25 
21457,2 PICTURE BOOK EGGS EASTER DUCKS,-2.554,24143,-2.298,November 2011,12, $1.25 
23380,PACK OF 12 VINTAGE DOILY TISSUES,-2.302,24144,-2.302,December 2011,143, $0.42 
21678,PAISLEY PATTERN  STICKERS,-2.302,24144,-2.302,December 2011,2, $1.63 
21871,SAVE THE PLANET MUG,-2.345,24144,-2.345,December 2011,132, $1.71 
23066,SMALL DECO JEWELLERY STAND,-2.915,24142,-2.362,October 2011,5, $8.25 
22858,EASTER TIN KEEPSAKE,-2.917,24142,-2.363,October 2011,3, $1.65 
22440,BALLOON WATER BOMB PACK OF 35,-2.366,24144,-2.366,December 2011,40, $0.42 
72132,COLUMBIAN CUBE CANDLE,-2.631,24143,-2.368,November 2011,3, $1.95 
23255,CHILDRENS CUTLERY CIRCUS PARADE,-2.387,24144,-2.387,December 2011,34, $4.15 
23335,EGG FRYING PAN IVORY,-2.387,24144,-2.387,December 2011,26, $2.32 
20803,SMALL PINK GLASS SUNDAE DISH,-5.000,24137,-2.391,May 2011,6, $0.39 
23315,IVORY REFECTORY CLOCK,-2.408,24144,-2.408,December 2011,8, $13.70 
21945,STRAWBERRIES  DESIGN FLANNEL,-2.408,24144,-2.408,December 2011,8, $1.48 
21397,BLUE POLKADOT EGG CUP,-5.050,24137,-2.415,May 2011,6, $1.63 
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,-6.253,24135,-2.423,March 2011,5, $1.01 
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,-2.429,24144,-2.429,December 2011,1, $1.25 
21626,VINTAGE UNION JACK PENNANT,-3.000,24142,-2.430,October 2011,15, $1.95 
20998,ROSE DU SUD OVEN GLOVE,-3.032,24142,-2.456,October 2011,3, $2.95 
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,-2.470,24144,-2.470,December 2011,12, $1.25 
23009,I LOVE LONDON BABY GIFT SET,-2.470,24144,-2.470,December 2011,8, $13.87 
84199,GLOW IN DARK DOLPHINS,-2.470,24144,-2.470,December 2011,5, $0.21 
37449,CERAMIC CAKE STAND + HANGING CAKES,-2.470,24144,-2.470,December 2011,3, $9.95 
22968,ROSE COTTAGE KEEPSAKE BOX,-2.470,24144,-2.470,December 2011,2, $19.96 
22460,EMBOSSED GLASS TEALIGHT HOLDER,-2.470,24144,-2.470,December 2011,67, $1.59 
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,-2.746,24143,-2.472,November 2011,3, $2.10 
21187,WHITE BELL HONEYCOMB PAPER GARLAND,-3.782,24140,-2.481,August 2011,2, $3.29 
71053,WHITE METAL LANTERN,-2.490,24144,-2.490,December 2011,18, $5.26 
84849D,HOT BATHS SOAP HOLDER,-2.490,24144,-2.490,December 2011,2, $1.69 
47469,ASSORTED SHAPES PHOTO CLIP SILVER,-2.490,24144,-2.490,December 2011,2, $0.65 
22023,EMPIRE BIRTHDAY CARD,-2.490,24144,-2.490,December 2011,15, $0.50 
21279,VINTAGE KITCHEN PRINT FRUITS,-2.504,24144,-2.504,December 2011,1, $2.55 
22487,WHITE WOOD GARDEN PLANT LADDER,-2.510,24144,-2.510,December 2011,16, $9.85 
21250,SET OF SKULL WALL STICKERS,-3.108,24142,-2.518,October 2011,6, $2.95 
85034A,3 GARDENIA MORRIS BOXED CANDLES,-2.828,24143,-2.546,November 2011,1, $8.29 
85034a,3 GARDENIA MORRIS BOXED CANDLES,-2.828,24143,-2.546,November 2011,1, $8.29 
23265,SET OF 3 WOODEN TREE DECORATIONS,-2.550,24144,-2.550,December 2011,140, $1.46 
84596G,SMALL CHOCOLATES PINK BOWL,-2.550,24144,-2.550,December 2011,32, $0.54 
22468,BABUSHKA LIGHTS STRING OF 10,-2.550,24144,-2.550,December 2011,8, $8.39 
21125,SET 6 FOOTBALL CELEBRATION CANDLES,-2.569,24144,-2.569,December 2011,13, $1.53 
22180,RETROSPOT LAMP,-2.864,24143,-2.577,November 2011,1, $19.96 
21055,TOOL BOX SOFT TOY,-2.588,24144,-2.588,December 2011,2, $8.95 
85095,THREE CANVAS LUGGAGE TAGS,-2.588,24144,-2.588,December 2011,2, $4.13 
21240,BLUE POLKADOT CUP,-2.588,24144,-2.588,December 2011,37, $0.89 
21402,RED  EGG  SPOON,-2.608,24144,-2.608,December 2011,5, $0.42 
21293,MIRRORED DOVE WALL DECORATION,-2.608,24144,-2.608,December 2011,1, $4.13 
23391,I LOVE LONDON MINI BACKPACK,-2.627,24144,-2.627,December 2011,26, $4.95 
21158,MOODY GIRL DOOR HANGER,-2.646,24144,-2.646,December 2011,37, $0.70 
85211,S/4 GROOVY CAT MAGNETS,-3.654,24141,-2.664,September 2011,1, $0.79 
22433,WATERING CAN GREEN DINOSAUR,-2.665,24144,-2.665,December 2011,7, $2.26 
23324,RUSTIC STRAWBERRY JAMPOT LARGE,-2.665,24144,-2.665,December 2011,2, $4.13 
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,-2.683,24144,-2.683,December 2011,6, $1.65 
35810A,ENAMEL PINK COFFEE CONTAINER,-3.317,24142,-2.686,October 2011,13, $0.96 
20983,12 PENCILS TALL TUBE RED RETROSPOT,-2.702,24144,-2.702,December 2011,60, $0.95 
21061,PARTY INVITES FOOTBALL,-2.702,24144,-2.702,December 2011,14, $0.85 
21804,WHITE CHRISTMAS GARLAND STARS TREES,-2.702,24144,-2.702,December 2011,4, $3.75 
72225C,LAVENDER SCENT CAKE CANDLE,-3.020,24143,-2.718,November 2011,48, $0.29 
16207A,PINK STRAWBERRY HANDBAG,-3.038,24143,-2.734,November 2011,1, $2.95 
22502,PICNIC BASKET WICKER SMALL,-3.755,24141,-2.737,September 2011,4, $5.95 
21246,RED RETROSPOT BIG BOWL,-3.755,24141,-2.737,September 2011,1, $4.95 
22707,WRAP MONSTER FUN,-2.739,24144,-2.739,December 2011,25, $0.42 
22132,RED LOVE HEART SHAPE CUP,-2.739,24144,-2.739,December 2011,21, $1.07 
23025,DRAWER KNOB VINTAGE GLASS BALL,-2.739,24144,-2.739,December 2011,12, $2.08 
22983,CARD BILLBOARD FONT,-2.757,24144,-2.757,December 2011,114, $0.44 
84549,CROCHET WHITE RABBIT KEYRING,-3.069,24143,-2.762,November 2011,1, $3.29 
21625,VINTAGE UNION JACK APRON,-2.775,24144,-2.775,December 2011,7, $10.03 
22089,PAPER BUNTING VINTAGE PAISLEY,-2.793,24144,-2.793,December 2011,6, $2.95 
22663,JUMBO BAG DOLLY GIRL DESIGN,-2.811,24144,-2.811,December 2011,70, $2.31 
23083,SET 6 PAPER TABLE LANTERN STARS,-2.811,24144,-2.811,December 2011,150, $4.15 
22637,PIGGY BANK RETROSPOT,-3.130,24143,-2.817,November 2011,42, $2.72 
21556,CERAMIC STRAWBERRY MONEY BOX,-3.133,24143,-2.819,November 2011,1, $2.55 
84581,DOG TOY WITH PINK CROCHET SKIRT,-2.864,24144,-2.864,December 2011,8, $3.85 
22304,COFFEE MUG BLUE PAISLEY DESIGN,-2.881,24144,-2.881,December 2011,43, $2.23 
84766,SILVER ROCOCO CANDLE STICK,-3.211,24143,-2.890,November 2011,2, $5.95 
22274,FELTCRAFT DOLL EMILY,-2.915,24144,-2.915,December 2011,57, $3.10 
21902,"KEY FOB , FRONT  DOOR ",-2.933,24144,-2.933,December 2011,39, $0.83 
22332,SKULLS PARTY BAG + STICKER SET,-2.933,24144,-2.933,December 2011,8, $1.65 
48111,DOORMAT 3 SMILEY CATS,-2.933,24144,-2.933,December 2011,15, $8.48 
23484,HEART TRELLISTRIPLE T-LIGHT HOLDER,-2.933,24144,-2.933,December 2011,12, $3.86 
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,-2.966,24144,-2.966,December 2011,65, $0.81 
84800L,LARGE WHITE/PINK ROSE ART FLOWER,-5.586,24138,-2.968,June 2011,6, $2.12 
20866,BLUE ROSE FABRIC MIRROR,-2.983,24144,-2.983,December 2011,11, $2.24 
21253,SET OF PICTURE FRAME  STICKERS,-3.000,24144,-3.000,December 2011,3, $4.12 
17038,PORCELAIN BUDAH INCENSE HOLDER,-3.000,24144,-3.000,December 2011,3, $0.83 
21698,MOCK LOBSTER FRIDGE MAGNET,-3.017,24144,-3.017,December 2011,29, $0.39 
22361,GLASS JAR DAISY FRESH COTTON WOOL,-3.017,24144,-3.017,December 2011,15, $5.03 
22796,PHOTO FRAME 3 CLASSIC HANGING,-3.017,24144,-3.017,December 2011,12, $9.95 
22139,RETROSPOT TEA SET CERAMIC 11 PC,-3.033,24144,-3.033,December 2011,202, $5.73 
85231B,CINAMMON SET OF 9 T-LIGHTS,-3.033,24144,-3.033,December 2011,29, $1.04 
47503H,ASS FLORAL PRINT SPIRIT LEVEL,-3.033,24144,-3.033,December 2011,1, $0.79 
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,-3.050,24144,-3.050,December 2011,208, $1.06 
22629,SPACEBOY LUNCH BOX,-3.050,24144,-3.050,December 2011,429, $1.84 
85116,BLACK CANDELABRA T-LIGHT HOLDER,-3.768,24142,-3.052,October 2011,7, $0.65 
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,-3.406,24143,-3.065,November 2011,1, $4.95 
22719,GUMBALL MONOCHROME COAT RACK,-6.419,24137,-3.070,May 2011,1, $2.46 
21249,WOODLAND  HEIGHT CHART STICKERS,-3.082,24144,-3.082,December 2011,9, $3.90 
23185,FRENCH STYLE STORAGE JAR JAM,-3.098,24144,-3.098,December 2011,9, $0.29 
21947,SET OF 6 HEART CHOPSTICKS,-3.098,24144,-3.098,December 2011,7, $2.11 
21562,HAWAIIAN GRASS SKIRT,-3.453,24143,-3.107,November 2011,13, $1.25 
84459B,YELLOW METAL CHICKEN HEART,-7.301,24136,-3.143,April 2011,1, $1.49 
22302,COFFEE MUG PEARS  DESIGN,-3.146,24144,-3.146,December 2011,64, $2.70 
23252,VINTAGE RED ENAMEL TRIM JUG,-3.178,24144,-3.178,December 2011,6, $3.75 
23316,RED REFECTORY CLOCK,-3.178,24144,-3.178,December 2011,12, $11.62 
21679,SKULLS  STICKERS,-3.178,24144,-3.178,December 2011,34, $0.92 
21723,ALPHABET HEARTS STICKER SHEET,-3.194,24144,-3.194,December 2011,2, $1.24 
22521,CHILDS GARDEN TROWEL PINK,-6.701,24137,-3.205,May 2011,4, $0.85 
21808,"CHRISTMAS GARLAND STARS,TREES",-3.209,24144,-3.209,December 2011,6, $3.31 
48173C,DOORMAT BLACK FLOCK,-3.209,24144,-3.209,December 2011,7, $9.33 
48173c,DOORMAT BLACK FLOCK,-3.209,24144,-3.209,December 2011,7, $9.33 
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,-3.225,24144,-3.225,December 2011,4, $3.76 
23204,CHARLOTTE BAG APPLES DESIGN,-3.240,24144,-3.240,December 2011,366, $1.32 
23408,PHOTO FRAME LINEN AND LACE SMALL,-3.256,24144,-3.256,December 2011,13, $2.08 
22284,HEN HOUSE DECORATION,-3.283,24144,-3.283,December 2011,13, $1.78 
35648,VINTAGE BEAD PINK PURSE,-3.286,24144,-3.286,December 2011,12, $1.43 
22121,NOEL WOODEN BLOCK LETTERS,-3.286,24144,-3.286,December 2011,9, $7.84 
22430,ENAMEL WATERING CAN CREAM,-3.286,24144,-3.286,December 2011,2, $4.95 
22027,TEA PARTY BIRTHDAY CARD,-3.302,24144,-3.302,December 2011,100, $0.44 
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,-3.302,24144,-3.302,December 2011,30, $1.25 
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,-3.302,24144,-3.302,December 2011,17, $1.61 
85159A,"BLACK TEA,COFFEE,SUGAR JARS",-3.317,24144,-3.317,December 2011,1, $1.95 
85199L,LARGE HANGING IVORY & RED WOOD BIRD,-3.332,24144,-3.332,December 2011,60, $0.65 
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,-3.332,24144,-3.332,December 2011,11, $6.63 
21721,CANDY SHOP  STICKER SHEET,-3.368,24144,-3.368,December 2011,1, $1.63 
21358,TOAST ITS - HAPPY BIRTHDAY,-3.376,24144,-3.376,December 2011,9, $0.88 
23317,BLUE REFECTORY CLOCK,-3.391,24144,-3.391,December 2011,9, $11.06 
23312,VINTAGE CHRISTMAS GIFT SACK,-3.406,24144,-3.406,December 2011,116, $4.54 
22896,PEG BAG APPLES DESIGN,-3.421,24144,-3.421,December 2011,20, $3.93 
35961,FOLKART ZINC HEART CHRISTMAS DEC,-3.421,24144,-3.421,December 2011,74, $0.92 
22431,WATERING CAN BLUE ELEPHANT,-3.450,24144,-3.450,December 2011,16, $2.35 
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,-3.464,24144,-3.464,December 2011,20, $5.26 
21062,PARTY INVITES SPACEMAN,-3.464,24144,-3.464,December 2011,12, $0.85 
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,-3.464,24144,-3.464,December 2011,8, $8.29 
84997d,PINK 3 PIECE POLKADOT CUTLERY SET,-3.464,24144,-3.464,December 2011,8, $8.29 
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,-3.464,24144,-3.464,December 2011,1, $3.29 
85039a,SET/4 RED MINI ROSE CANDLE IN BOWL,-3.464,24144,-3.464,December 2011,1, $3.29 
23323,WHITE WICKER STAR,-3.479,24144,-3.479,December 2011,137, $2.38 
22222,CAKE PLATE LOVEBIRD WHITE,-3.479,24144,-3.479,December 2011,6, $8.29 
23043,PAPER LANTERN 9 POINT HOLLY STAR 40,-3.493,24144,-3.493,December 2011,4, $12.46 
79066K,RETRO MOD TRAY,-3.493,24144,-3.493,December 2011,9, $1.37 
79066k,RETRO MOD TRAY,-3.493,24144,-3.493,December 2011,9, $1.37 
21067,VINTAGE RED TEATIME MUG,-4.333,24142,-3.510,October 2011,1, $1.25 
21495,SKULLS AND CROSSBONES WRAP,-3.536,24144,-3.536,December 2011,150, $0.42 
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,-3.550,24144,-3.550,December 2011,42, $1.42 
23138,SINGLE WIRE HOOK IVORY HEART,-3.550,24144,-3.550,December 2011,2, $3.29 
21747,SMALL SKULL WINDMILL,-4.389,24142,-3.555,October 2011,6, $1.25 
85172,HYACINTH BULB T-LIGHT CANDLES,-3.578,24144,-3.578,December 2011,48, $0.54 
23214,JINGLE BELL HEART ANTIQUE GOLD,-3.592,24144,-3.592,December 2011,39, $2.19 
21890,S/6 WOODEN SKITTLES IN COTTON BAG,-3.592,24144,-3.592,December 2011,33, $3.56 
21147,JINGLE BELLS TREE DECORATION,-3.619,24144,-3.619,December 2011,7, $1.75 
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,-3.619,24144,-3.619,December 2011,42, $0.39 
15060B,FAIRY CAKE DESIGN UMBRELLA,-4.472,24142,-3.622,October 2011,1, $8.29 
15060b,FAIRY CAKE DESIGN UMBRELLA,-4.472,24142,-3.622,October 2011,1, $8.29 
22315,200 RED + WHITE BENDY STRAWS,-3.633,24144,-3.633,December 2011,3, $1.65 
21224,SET/4 SKULL BADGES,-3.647,24144,-3.647,December 2011,21, $0.97 
22409,MONEY BOX BISCUITS DESIGN,-3.651,24144,-3.651,December 2011,3, $1.25 
21059,PARTY INVITES DINOSAURS,-3.661,24144,-3.661,December 2011,7, $1.07 
21658,GLASS  BEURRE DISH,-5.586,24140,-3.665,August 2011,3, $8.29 
35912B,WHITE/PINK CHICK DECORATION,-6.213,24139,-3.669,July 2011,1, $1.25 
35914,PINK CHICK EGG WARMER + EGG CUP,-4.547,24142,-3.683,October 2011,6, $0.85 
20829,GLITTER HANGING BUTTERFLY STRING,-3.701,24144,-3.701,December 2011,20, $2.30 
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,-4.133,24143,-3.720,November 2011,1, $24.96 
22680,FRENCH BLUE METAL DOOR SIGN 5,-3.742,24144,-3.742,December 2011,24, $1.30 
22689,DOORMAT MERRY CHRISTMAS RED,-4.159,24143,-3.743,November 2011,12, $16.21 
22070,SMALL RED RETROSPOT MUG IN BOX,-3.755,24144,-3.755,December 2011,8, $6.07 
22949,36 DOILIES DOLLY GIRL,-3.755,24144,-3.755,December 2011,1, $2.92 
21035,SET/2 RED RETROSPOT TEA TOWELS,-3.768,24144,-3.768,December 2011,122, $2.98 
21724,PANDA AND BUNNIES STICKER SHEET,-3.782,24144,-3.782,December 2011,3, $1.37 
21328,BALLOONS  WRITING SET,-3.782,24144,-3.782,December 2011,22, $2.47 
22975,SPACEBOY CHILDRENS EGG CUP,-3.795,24144,-3.795,December 2011,20, $1.79 
17084R,ASSORTED INCENSE PACK,-3.795,24144,-3.795,December 2011,72, $0.21 
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,-3.834,24144,-3.834,December 2011,12, $1.25 
22855,FINE WICKER HEART,-5.857,24140,-3.843,August 2011,2, $1.25 
22116,METAL SIGN HIS DINNER IS SERVED,-3.847,24144,-3.847,December 2011,13, $1.24 
84051,ASS COLOUR GLOWING TIARAS,-3.848,24144,-3.848,December 2011,25, $0.85 
22071,SMALL WHITE RETROSPOT MUG IN BOX,-3.860,24144,-3.860,December 2011,9, $4.16 
48194,DOORMAT HEARTS,-3.873,24144,-3.873,December 2011,30, $9.59 
22120,WELCOME  WOODEN BLOCK LETTERS,-3.873,24144,-3.873,December 2011,6, $11.62 
22987,WRAP SUMMER ROSE DESIGN,-4.796,24142,-3.885,October 2011,2, $0.42 
23102,SILVER HEARTS TABLE DECORATION,-3.886,24144,-3.886,December 2011,6, $0.83 
22594,CHRISTMAS GINGHAM TREE,-3.899,24144,-3.899,December 2011,108, $1.23 
22303,COFFEE MUG APPLES DESIGN,-3.899,24144,-3.899,December 2011,72, $2.75 
22621,TRADITIONAL KNITTING NANCY,-3.950,24144,-3.950,December 2011,324, $1.86 
85032A,ROMANTIC IMAGES GIFT WRAP SET,-3.950,24144,-3.950,December 2011,18, $0.76 
23267,SET OF 4 SANTA PLACE SETTINGS,-3.962,24144,-3.962,December 2011,54, $1.52 
22589,CARDHOLDER GINGHAM STAR,-3.962,24144,-3.962,December 2011,17, $4.96 
22679,FRENCH BLUE METAL DOOR SIGN 4,-3.962,24144,-3.962,December 2011,20, $1.40 
23189,SET OF 12 FORK CANDLES,-3.975,24144,-3.975,December 2011,60, $3.13 
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,-3.975,24144,-3.975,December 2011,26, $4.55 
21390,FILIGRIS HEART WITH BUTTERFLY,-3.987,24144,-3.987,December 2011,45, $1.28 
85094,CANDY SPOT EGG WARMER RABBIT,-3.987,24144,-3.987,December 2011,11, $0.71 
22041,"RECORD FRAME 7"" SINGLE SIZE ",-4.000,24144,-4.000,December 2011,57, $3.87 
21621,VINTAGE UNION JACK BUNTING,-4.000,24144,-4.000,December 2011,32, $8.75 
23421,PANTRY HOOK SPATULA,-4.000,24144,-4.000,December 2011,1, $2.08 
22328,ROUND SNACK BOXES SET OF 4 FRUITS,-4.012,24144,-4.012,December 2011,104, $3.06 
22436,12 COLOURED PARTY BALLOONS,-4.012,24144,-4.012,December 2011,44, $0.66 
21395,BLUE POLKADOT BEAKER,-4.482,24143,-4.034,November 2011,8, $0.39 
84843,WHITE SOAP RACK WITH 2 BOTTLES,-4.037,24144,-4.037,December 2011,4, $5.95 
21287,SCENTED VELVET LOUNGE CANDLE,-4.074,24144,-4.074,December 2011,15, $0.38 
23082,SET 6 PAPER TABLE LANTERN HEARTS,-4.074,24144,-4.074,December 2011,165, $3.86 
21219,SET/4 BADGES BALLOON GIRL,-4.147,24144,-4.147,December 2011,5, $2.22 
16048,TEATIME ROUND PENCIL SHARPENER,-4.147,24144,-4.147,December 2011,2, $0.83 
22155,STAR DECORATION RUSTIC,-4.147,24144,-4.147,December 2011,167, $0.55 
22256,FELT FARM ANIMAL CHICKEN,-5.697,24141,-4.153,September 2011,1, $2.46 
23145,ZINC T-LIGHT HOLDER STAR LARGE,-4.159,24144,-4.159,December 2011,86, $0.98 
21894,POTTING SHED SEED ENVELOPES,-4.171,24144,-4.171,December 2011,5, $1.25 
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,-4.183,24144,-4.183,December 2011,12, $1.25 
22809,SET OF 6 T-LIGHTS SANTA,-4.207,24144,-4.207,December 2011,98, $3.32 
21812,GARLAND WITH HEARTS AND BELLS,-4.207,24144,-4.207,December 2011,14, $4.12 
15056P,EDWARDIAN PARASOL PINK,-4.243,24144,-4.243,December 2011,1, $12.46 
15056p,EDWARDIAN PARASOL PINK,-4.243,24144,-4.243,December 2011,1, $12.46 
23122,PARTY CHARMS 50 PIECES,-4.254,24144,-4.254,December 2011,19, $0.96 
22374,AIRLINE BAG VINTAGE JET SET RED,-4.254,24144,-4.254,December 2011,13, $5.48 
15030,FAN BLACK FRAME,-4.266,24144,-4.266,December 2011,2, $0.29 
22662,LUNCH BAG DOLLY GIRL DESIGN,-4.290,24144,-4.290,December 2011,69, $1.83 
84792,ENCHANTED BIRD COATHANGER 5 HOOK,-4.301,24144,-4.301,December 2011,21, $5.08 
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,-4.313,24144,-4.313,December 2011,10, $2.98 
21043,APRON MODERN VINTAGE COTTON,-8.124,24138,-4.317,June 2011,3, $2.68 
22934,BAKING MOULD EASTER EGG WHITE CHOC,-4.805,24143,-4.324,November 2011,1, $5.79 
22620,4 TRADITIONAL SPINNING TOPS,-4.324,24144,-4.324,December 2011,181, $1.66 
21110,LARGE CAKE TOWEL PINK SPOTS,-4.817,24143,-4.335,November 2011,1, $6.75 
21231,SWEETHEART CERAMIC TRINKET BOX,-4.336,24144,-4.336,December 2011,160, $1.38 
22301,COFFEE MUG CAT + BIRD DESIGN,-4.347,24144,-4.347,December 2011,59, $2.88 
21539,RED RETROSPOT BUTTER DISH,-4.837,24143,-4.354,November 2011,1, $4.95 
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,-4.359,24144,-4.359,December 2011,184, $1.45 
23216,LAUREL HEART ANTIQUE GOLD,-4.393,24144,-4.393,December 2011,5, $1.49 
22860,EASTER TIN CHICKS PINK DAISY,-5.427,24142,-4.396,October 2011,3, $1.65 
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,-4.416,24144,-4.416,December 2011,862, $3.21 
23210,WHITE ROCKING HORSE HAND PAINTED,-4.416,24144,-4.416,December 2011,132, $1.40 
23424,GINGHAM RECIPE BOOK BOX,-4.416,24144,-4.416,December 2011,29, $6.56 
21755,LOVE BUILDING BLOCK WORD,-4.427,24144,-4.427,December 2011,34, $6.98 
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,-4.427,24144,-4.427,December 2011,13, $0.39 
23469,CARD HOLDER LOVE BIRD SMALL,-4.438,24144,-4.438,December 2011,13, $5.74 
82616B,FRAPPUCINO SCARF KNITTING KIT,-4.461,24144,-4.461,December 2011,10, $2.10 
23029,DRAWER KNOB CRACKLE GLAZE GREEN,-4.472,24144,-4.472,December 2011,56, $1.65 
85213,MINI  ZINC GARDEN DECORATIONS,-7.603,24139,-4.489,July 2011,12, $0.29 
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,-4.517,24144,-4.517,December 2011,10, $0.42 
22623,BOX OF VINTAGE JIGSAW BLOCKS,-4.550,24144,-4.550,December 2011,18, $7.30 
23350,ROLL WRAP VINTAGE SPOT,-4.561,24144,-4.561,December 2011,227, $1.35 
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,-5.070,24143,-4.563,November 2011,3, $0.85 
